"﻿""Series""";Time;Value
yzh mirror;2025-07-16T23:00:00+08:00;999.0183693261691
yzh mirror;2025-07-16T23:10:00+08:00;1017.5594436913085
yzh mirror;2025-07-16T23:20:00+08:00;1096.0945071649803
yzh mirror;2025-07-16T23:30:00+08:00;1326.7636206095358
yzh mirror;2025-07-16T23:40:00+08:00;988.3904446484938
yzh mirror;2025-07-16T23:50:00+08:00;954.5034460946076
yzh mirror;2025-07-17T00:00:00+08:00;1115.1950570044435
yzh mirror;2025-07-17T00:10:00+08:00;887.1956824663904
yzh mirror;2025-07-17T00:20:00+08:00;1248.99994722993
yzh mirror;2025-07-17T00:30:00+08:00;2539.7912923850777
yzh mirror;2025-07-17T00:40:00+08:00;1640.0896221324983
yzh mirror;2025-07-17T00:50:00+08:00;3083.6648598402953
yzh mirror;2025-07-17T01:00:00+08:00;9932.926424793799
yzh mirror;2025-07-17T01:10:00+08:00;2636.6090851388567
yzh mirror;2025-07-17T01:20:00+08:00;2119.924010537234
yzh mirror;2025-07-17T01:30:00+08:00;2525.5914712565454
yzh mirror;2025-07-17T01:40:00+08:00;2094.3217413323114
yzh mirror;2025-07-17T01:50:00+08:00;1843.864432059909
yzh mirror;2025-07-17T02:00:00+08:00;2060.561409358393
yzh mirror;2025-07-17T02:10:00+08:00;1704.97873974179
yzh mirror;2025-07-17T02:20:00+08:00;986.7515525204923
yzh mirror;2025-07-17T02:30:00+08:00;4372.427129669117
yzh mirror;2025-07-17T02:40:00+08:00;4085.1609273673134
yzh mirror;2025-07-17T02:50:00+08:00;1925.7643835349086
yzh mirror;2025-07-17T03:00:00+08:00;999.2616669361602
yzh mirror;2025-07-17T03:10:00+08:00;780.5655453653154
yzh mirror;2025-07-17T03:20:00+08:00;2523.365869693429
yzh mirror;2025-07-17T03:30:00+08:00;1814.116031538154
yzh mirror;2025-07-17T03:40:00+08:00;846.6922449796443
yzh mirror;2025-07-17T03:50:00+08:00;3813.0059978975605
yzh mirror;2025-07-17T04:00:00+08:00;4023.9878987052543
yzh mirror;2025-07-17T04:10:00+08:00;871.7811744837378
yzh mirror;2025-07-17T04:20:00+08:00;952.9520935298963
yzh mirror;2025-07-17T04:30:00+08:00;1695.877521404553
yzh mirror;2025-07-17T04:40:00+08:00;2402.596598718994
yzh mirror;2025-07-17T04:50:00+08:00;5658.290093392947
yzh mirror;2025-07-17T05:00:00+08:00;4327.256223117087
yzh mirror;2025-07-17T05:10:00+08:00;7759.709174446929
yzh mirror;2025-07-17T05:20:00+08:00;3898.9603827375768
yzh mirror;2025-07-17T05:30:00+08:00;3485.8946133746235
yzh mirror;2025-07-17T05:40:00+08:00;4522.59206778581
yzh mirror;2025-07-17T05:50:00+08:00;2358.38453148851
yzh mirror;2025-07-17T06:00:00+08:00;4075.0553593520053
yzh mirror;2025-07-17T06:10:00+08:00;1508.5335744732295
yzh mirror;2025-07-17T06:20:00+08:00;4242.223637534969
yzh mirror;2025-07-17T06:30:00+08:00;4047.545584362048
yzh mirror;2025-07-17T06:40:00+08:00;1989.0567440430034
yzh mirror;2025-07-17T06:50:00+08:00;2767.3815741376275
yzh mirror;2025-07-17T07:00:00+08:00;2206.699444532069
yzh mirror;2025-07-17T07:10:00+08:00;2093.039241911203
yzh mirror;2025-07-17T07:20:00+08:00;2392.082956618889
yzh mirror;2025-07-17T07:30:00+08:00;4168.764318557959
yzh mirror;2025-07-17T07:40:00+08:00;3788.5180451085052
yzh mirror;2025-07-17T07:50:00+08:00;3714.4323036435803
yzh mirror;2025-07-17T08:00:00+08:00;2416.3451026820194
yzh mirror;2025-07-17T08:10:00+08:00;2561.607392917118
yzh mirror;2025-07-17T08:20:00+08:00;2344.8886241022037
yzh mirror;2025-07-17T08:30:00+08:00;2048.0730466387504
yzh mirror;2025-07-17T08:40:00+08:00;2430.0309269243767
yzh mirror;2025-07-17T08:50:00+08:00;3008.714339105286
yzh mirror;2025-07-17T09:00:00+08:00;2663.2158785782867
yzh mirror;2025-07-17T09:10:00+08:00;3372.1291541588685
yzh mirror;2025-07-17T09:20:00+08:00;3041.584323940157
yzh mirror;2025-07-17T09:30:00+08:00;1660.8525546553874
yzh mirror;2025-07-17T09:40:00+08:00;1809.761341828027
yzh mirror;2025-07-17T09:50:00+08:00;1976.7089403115351
yzh mirror;2025-07-17T10:00:00+08:00;2038.9951136792497
yzh mirror;2025-07-17T10:10:00+08:00;1065.5302590943343
yzh mirror;2025-07-17T10:20:00+08:00;1507.4401772851859
yzh mirror;2025-07-17T10:30:00+08:00;2206.1898644012826
yzh mirror;2025-07-17T10:40:00+08:00;2533.8430227659114
yzh mirror;2025-07-17T10:50:00+08:00;1707.8208183494703
yzh mirror;2025-07-17T11:00:00+08:00;2087.7666059851153
yzh mirror;2025-07-17T11:10:00+08:00;1933.5315137707685
yzh mirror;2025-07-17T11:20:00+08:00;1289.7343694159485
yzh mirror;2025-07-17T11:30:00+08:00;5900.959261531746
yzh mirror;2025-07-17T11:40:00+08:00;2110.000936736778
yzh mirror;2025-07-17T11:50:00+08:00;2147.613615996375
yzh mirror;2025-07-17T12:00:00+08:00;1785.528804054814
yzh mirror;2025-07-17T12:10:00+08:00;1378.5575758520786
yzh mirror;2025-07-17T12:20:00+08:00;2010.0647509331893
yzh mirror;2025-07-17T12:30:00+08:00;1167.7481967847427
yzh mirror;2025-07-17T12:40:00+08:00;1530.725452671755
yzh mirror;2025-07-17T12:50:00+08:00;1536.0175271934638
yzh mirror;2025-07-17T13:00:00+08:00;2127.283052989792
yzh mirror;2025-07-17T13:10:00+08:00;1925.143657001537
yzh mirror;2025-07-17T13:20:00+08:00;1843.833950247819
yzh mirror;2025-07-17T13:30:00+08:00;1436.0971008200452
yzh mirror;2025-07-17T13:40:00+08:00;1112.8851291410576
yzh mirror;2025-07-17T13:50:00+08:00;1628.573080947674
yzh mirror;2025-07-17T14:00:00+08:00;1085.0493041752645
yzh mirror;2025-07-17T14:10:00+08:00;1414.464658856681
yzh mirror;2025-07-17T14:20:00+08:00;961.4997278783151
yzh mirror;2025-07-17T14:30:00+08:00;977.229539825342
yzh mirror;2025-07-17T14:40:00+08:00;1985.976831676268
yzh mirror;2025-07-17T14:50:00+08:00;1951.1433366058668
yzh mirror;2025-07-17T15:00:00+08:00;982.3392122732655
yzh mirror;2025-07-17T15:10:00+08:00;1493.544586761826
yzh mirror;2025-07-17T15:20:00+08:00;946.4518140451128
yzh mirror;2025-07-17T15:30:00+08:00;4439.986775749436
yzh mirror;2025-07-17T15:40:00+08:00;2239.969348641859
yzh mirror;2025-07-17T15:50:00+08:00;1696.831137234822
yzh mirror;2025-07-17T16:00:00+08:00;2019.0702352784692
yzh mirror;2025-07-17T16:10:00+08:00;4553.4183655529305
yzh mirror;2025-07-17T16:20:00+08:00;2658.6859392669926
yzh mirror;2025-07-17T16:30:00+08:00;1400.4004584291738
yzh mirror;2025-07-17T16:40:00+08:00;1879.1341858385572
yzh mirror;2025-07-17T16:50:00+08:00;1960.9276905823644
yzh mirror;2025-07-17T17:00:00+08:00;3449.971660187023
yzh mirror;2025-07-17T17:10:00+08:00;1568.9687174429855
yzh mirror;2025-07-17T17:20:00+08:00;973.5748279775828
yzh mirror;2025-07-17T17:30:00+08:00;1540.214377591221
yzh mirror;2025-07-17T17:40:00+08:00;1224.4723023157678
yzh mirror;2025-07-17T17:50:00+08:00;853.5020047202736
yzh mirror;2025-07-17T18:00:00+08:00;834.571880945806
yzh mirror;2025-07-17T18:10:00+08:00;832.2225331728255
yzh mirror;2025-07-17T18:20:00+08:00;794.7729838156192
yzh mirror;2025-07-17T18:30:00+08:00;824.8356107427088
yzh mirror;2025-07-17T18:40:00+08:00;573.5524779062564
yzh mirror;2025-07-17T18:50:00+08:00;771.6941487761098
yzh mirror;2025-07-17T19:00:00+08:00;739.1195279575579
yzh mirror;2025-07-17T19:10:00+08:00;743.5631052101669
yzh mirror;2025-07-17T19:20:00+08:00;710.0101243354584
yzh mirror;2025-07-17T19:30:00+08:00;707.7551705632336
yzh mirror;2025-07-17T19:40:00+08:00;655.6375699269878
yzh mirror;2025-07-17T19:50:00+08:00;1210.348373095455
yzh mirror;2025-07-17T20:00:00+08:00;1338.442388482841
yzh mirror;2025-07-17T20:10:00+08:00;1963.3001878105144
yzh mirror;2025-07-17T20:20:00+08:00;1451.2311794679322
yzh mirror;2025-07-17T20:30:00+08:00;1589.578574855268
yzh mirror;2025-07-17T20:40:00+08:00;1773.5717860573072
yzh mirror;2025-07-17T20:50:00+08:00;1608.03913252319
yzh mirror;2025-07-17T21:00:00+08:00;1179.033457886184
yzh mirror;2025-07-17T21:10:00+08:00;1334.9762733902162
yzh mirror;2025-07-17T21:20:00+08:00;977.6450851869454
yzh mirror;2025-07-17T21:30:00+08:00;947.7514533553805
yzh mirror;2025-07-17T21:40:00+08:00;1149.2930162101916
yzh mirror;2025-07-17T21:50:00+08:00;1824.1274611045478
yzh mirror;2025-07-17T22:00:00+08:00;1110.625141005668
yzh mirror;2025-07-17T22:10:00+08:00;890.3317276820223
yzh mirror;2025-07-17T22:20:00+08:00;962.9122883878692
yzh mirror;2025-07-17T22:30:00+08:00;932.4426012485683
yzh mirror;2025-07-17T22:40:00+08:00;852.7811760934117
yzh mirror;2025-07-17T22:50:00+08:00;806.2949839576075
yzh mirror;2025-07-17T23:00:00+08:00;982.9108657478334
yzh mirror;2025-07-17T23:10:00+08:00;875.799334441582
yzh mirror;2025-07-17T23:20:00+08:00;977.6912316019415
yzh mirror;2025-07-17T23:30:00+08:00;852.2620162928647
yzh mirror;2025-07-17T23:40:00+08:00;917.7907782227473
yzh mirror;2025-07-17T23:50:00+08:00;993.4678935658828
yzh mirror;2025-07-18T00:00:00+08:00;2148.035887338302
yzh mirror;2025-07-18T00:10:00+08:00;1984.9759753565886
yzh mirror;2025-07-18T00:20:00+08:00;1822.891122399507
yzh mirror;2025-07-18T00:30:00+08:00;1920.837497766348
yzh mirror;2025-07-18T00:40:00+08:00;1352.4000225929076
yzh mirror;2025-07-18T00:50:00+08:00;1024.4026342465088
yzh mirror;2025-07-18T01:00:00+08:00;2291.796181021234
yzh mirror;2025-07-18T01:10:00+08:00;4535.772607618563
yzh mirror;2025-07-18T01:20:00+08:00;4837.3600664853875
yzh mirror;2025-07-18T01:30:00+08:00;3834.611418365843
yzh mirror;2025-07-18T01:40:00+08:00;8312.530339648587
yzh mirror;2025-07-18T01:50:00+08:00;2416.1362672814903
yzh mirror;2025-07-18T02:00:00+08:00;2150.4585344169273
yzh mirror;2025-07-18T02:10:00+08:00;1011.7960567667395
yzh mirror;2025-07-18T02:20:00+08:00;1209.9100122138404
yzh mirror;2025-07-18T02:30:00+08:00;3568.234644892499
yzh mirror;2025-07-18T02:40:00+08:00;3200.031223717012
yzh mirror;2025-07-18T02:50:00+08:00;3141.8289412900854
yzh mirror;2025-07-18T03:00:00+08:00;3206.8863566469236
yzh mirror;2025-07-18T03:10:00+08:00;2902.573404402226
yzh mirror;2025-07-18T03:20:00+08:00;1127.2191458378038
yzh mirror;2025-07-18T03:30:00+08:00;1822.749257393737
yzh mirror;2025-07-18T03:40:00+08:00;2663.2251121271615
yzh mirror;2025-07-18T03:50:00+08:00;739.6451273634689
yzh mirror;2025-07-18T04:00:00+08:00;4249.687842932712
yzh mirror;2025-07-18T04:10:00+08:00;3955.3951548727728
yzh mirror;2025-07-18T04:20:00+08:00;3643.9352822001742
yzh mirror;2025-07-18T04:30:00+08:00;3491.2919034522897
yzh mirror;2025-07-18T04:40:00+08:00;3400.6985917015345
yzh mirror;2025-07-18T04:50:00+08:00;1584.2564353652588
yzh mirror;2025-07-18T05:00:00+08:00;4623.994805605727
yzh mirror;2025-07-18T05:10:00+08:00;3388.6680047943464
yzh mirror;2025-07-18T05:20:00+08:00;4564.989875403319
yzh mirror;2025-07-18T05:30:00+08:00;2432.5673904415507
yzh mirror;2025-07-18T05:40:00+08:00;3456.816693631036
yzh mirror;2025-07-18T05:50:00+08:00;3817.7455982944366
yzh mirror;2025-07-18T06:00:00+08:00;2305.9154394036486
yzh mirror;2025-07-18T06:10:00+08:00;3431.004916453707
yzh mirror;2025-07-18T06:20:00+08:00;2790.1843716191524
yzh mirror;2025-07-18T06:30:00+08:00;3974.732898899512
yzh mirror;2025-07-18T06:40:00+08:00;3757.506619802596
yzh mirror;2025-07-18T06:50:00+08:00;4389.941588814598
yzh mirror;2025-07-18T07:00:00+08:00;2664.318971312314
yzh mirror;2025-07-18T07:10:00+08:00;3144.2750775164645
yzh mirror;2025-07-18T07:20:00+08:00;3713.660438832946
yzh mirror;2025-07-18T07:30:00+08:00;2736.8704888174434
yzh mirror;2025-07-18T07:40:00+08:00;7059.658186013385
yzh mirror;2025-07-18T07:50:00+08:00;3721.280883714899
yzh mirror;2025-07-18T08:00:00+08:00;2252.4360979717726
yzh mirror;2025-07-18T08:10:00+08:00;2154.3828318518795
yzh mirror;2025-07-18T08:20:00+08:00;1875.2961580687859
yzh mirror;2025-07-18T08:30:00+08:00;2481.749066498979
yzh mirror;2025-07-18T08:40:00+08:00;2167.7598059075735
yzh mirror;2025-07-18T08:50:00+08:00;2433.0480699926284
yzh mirror;2025-07-18T09:00:00+08:00;5863.2744465064125
yzh mirror;2025-07-18T09:10:00+08:00;1652.6190993630448
yzh mirror;2025-07-18T09:20:00+08:00;1854.4884213565124
yzh mirror;2025-07-18T09:30:00+08:00;1879.1669646840382
yzh mirror;2025-07-18T09:40:00+08:00;958.6191283629739
yzh mirror;2025-07-18T09:50:00+08:00;1745.4132870995545
yzh mirror;2025-07-18T10:00:00+08:00;1556.811119754997
yzh mirror;2025-07-18T10:10:00+08:00;1688.4749527521149
yzh mirror;2025-07-18T10:20:00+08:00;974.6650042738661
yzh mirror;2025-07-18T10:30:00+08:00;1366.1788258787512
yzh mirror;2025-07-18T10:40:00+08:00;1511.1054605465142
yzh mirror;2025-07-18T10:50:00+08:00;2123.4928145614085
yzh mirror;2025-07-18T11:00:00+08:00;3882.049097602594
yzh mirror;2025-07-18T11:10:00+08:00;1887.5099566507597
yzh mirror;2025-07-18T11:20:00+08:00;2779.6397179853598
yzh mirror;2025-07-18T11:30:00+08:00;1922.0230945238527
yzh mirror;2025-07-18T11:40:00+08:00;2052.825237371204
yzh mirror;2025-07-18T11:50:00+08:00;2054.2530765293855
yzh mirror;2025-07-18T12:00:00+08:00;1175.5116007364936
yzh mirror;2025-07-18T12:10:00+08:00;1479.9712482937798
yzh mirror;2025-07-18T12:20:00+08:00;1411.1383318140029
yzh mirror;2025-07-18T12:30:00+08:00;1450.4712608529742
yzh mirror;2025-07-18T12:40:00+08:00;1211.3104984975716
yzh mirror;2025-07-18T12:50:00+08:00;1567.7981422356745
yzh mirror;2025-07-18T13:00:00+08:00;2064.7458309846634
yzh mirror;2025-07-18T13:10:00+08:00;1733.0799839639267
yzh mirror;2025-07-18T13:20:00+08:00;985.8445796073019
yzh mirror;2025-07-18T13:30:00+08:00;1122.6949632004412
yzh mirror;2025-07-18T13:40:00+08:00;2083.524123416728
yzh mirror;2025-07-18T13:50:00+08:00;2061.9675080949137
yzh mirror;2025-07-18T14:00:00+08:00;1034.907785449099
yzh mirror;2025-07-18T14:10:00+08:00;3818.122177610674
yzh mirror;2025-07-18T14:20:00+08:00;1480.87487801591
yzh mirror;2025-07-18T14:30:00+08:00;999.9747511212281
yzh mirror;2025-07-18T14:40:00+08:00;1149.2918432858269
yzh mirror;2025-07-18T14:50:00+08:00;945.7682391529884
yzh mirror;2025-07-18T15:00:00+08:00;1349.1526605429235
yzh mirror;2025-07-18T15:10:00+08:00;1156.4816680395354
yzh mirror;2025-07-18T15:20:00+08:00;1057.9184714861954
yzh mirror;2025-07-18T15:30:00+08:00;895.6440504369878
yzh mirror;2025-07-18T15:40:00+08:00;969.1272100839606
yzh mirror;2025-07-18T15:50:00+08:00;1533.770234605704
yzh mirror;2025-07-18T16:00:00+08:00;1926.8241734485357
yzh mirror;2025-07-18T16:10:00+08:00;1570.2809357482179
yzh mirror;2025-07-18T16:20:00+08:00;2309.4565133111246
yzh mirror;2025-07-18T16:30:00+08:00;2452.296310729647
yzh mirror;2025-07-18T16:40:00+08:00;1729.4101134260168
yzh mirror;2025-07-18T16:50:00+08:00;1546.209325161162
yzh mirror;2025-07-18T17:00:00+08:00;2151.9528744379163
yzh mirror;2025-07-18T17:10:00+08:00;1429.1269798997357
yzh mirror;2025-07-18T17:20:00+08:00;2001.517333066166
yzh mirror;2025-07-18T17:30:00+08:00;4635.908440221926
yzh mirror;2025-07-18T17:40:00+08:00;1652.6172503531475
yzh mirror;2025-07-18T17:50:00+08:00;2241.6784400444863
yzh mirror;2025-07-18T18:00:00+08:00;1974.0851262493616
yzh mirror;2025-07-18T18:10:00+08:00;1875.9483001548388
yzh mirror;2025-07-18T18:20:00+08:00;1595.0604457386826
yzh mirror;2025-07-18T18:30:00+08:00;1188.3437154651112
yzh mirror;2025-07-18T18:40:00+08:00;1138.467554221481
yzh mirror;2025-07-18T18:50:00+08:00;1436.9630919032038
yzh mirror;2025-07-18T19:00:00+08:00;1049.593773784406
yzh mirror;2025-07-18T19:10:00+08:00;1138.2917007595372
yzh mirror;2025-07-18T19:20:00+08:00;1735.3508626395794
yzh mirror;2025-07-18T19:30:00+08:00;1779.0765407974206
yzh mirror;2025-07-18T19:40:00+08:00;1111.7305862788794
yzh mirror;2025-07-18T19:50:00+08:00;979.8597630839738
yzh mirror;2025-07-18T20:00:00+08:00;934.3371311402727
yzh mirror;2025-07-18T20:10:00+08:00;983.8099393423211
yzh mirror;2025-07-18T20:20:00+08:00;1346.703929715326
yzh mirror;2025-07-18T20:30:00+08:00;1106.987939618792
yzh mirror;2025-07-18T20:40:00+08:00;984.4180258489222
yzh mirror;2025-07-18T20:50:00+08:00;947.0304992913881
yzh mirror;2025-07-18T21:00:00+08:00;988.2513814153513
yzh mirror;2025-07-18T21:10:00+08:00;986.1854986998603
yzh mirror;2025-07-18T21:20:00+08:00;1190.5825872478977
yzh mirror;2025-07-18T21:30:00+08:00;972.4099826587028
yzh mirror;2025-07-18T21:40:00+08:00;1761.5568744600218
yzh mirror;2025-07-18T21:50:00+08:00;1960.11716750452
yzh mirror;2025-07-18T22:00:00+08:00;1766.2819894376066
yzh mirror;2025-07-18T22:10:00+08:00;1134.0546638602696
yzh mirror;2025-07-18T22:20:00+08:00;961.5609965882861
yzh mirror;2025-07-18T22:30:00+08:00;952.9163036533114
yzh mirror;2025-07-18T22:40:00+08:00;905.4960793559734
yzh mirror;2025-07-18T22:50:00+08:00;934.5832583318748
yzh mirror;2025-07-18T23:00:00+08:00;997.7848009660952
yzh mirror;2025-07-18T23:10:00+08:00;958.7251777797267
yzh mirror;2025-07-18T23:20:00+08:00;872.7782401081553
yzh mirror;2025-07-18T23:30:00+08:00;873.7281371639568
yzh mirror;2025-07-18T23:40:00+08:00;1199.2072763305034
yzh mirror;2025-07-18T23:50:00+08:00;1396.6999931794098
yzh mirror;2025-07-19T00:00:00+08:00;1581.0893438264643
yzh mirror;2025-07-19T00:10:00+08:00;892.987700493763
yzh mirror;2025-07-19T00:20:00+08:00;1791.4820538686768
yzh mirror;2025-07-19T00:30:00+08:00;2470.710226175154
yzh mirror;2025-07-19T00:40:00+08:00;2910.8337791667795
yzh mirror;2025-07-19T00:50:00+08:00;2473.773876624322
yzh mirror;2025-07-19T01:00:00+08:00;2258.377913008815
yzh mirror;2025-07-19T01:10:00+08:00;3298.326739548197
yzh mirror;2025-07-19T01:20:00+08:00;8972.419032320904
yzh mirror;2025-07-19T01:30:00+08:00;3285.494909383525
yzh mirror;2025-07-19T01:40:00+08:00;2408.46606166069
yzh mirror;2025-07-19T01:50:00+08:00;4508.11098922259
yzh mirror;2025-07-19T02:00:00+08:00;4782.834984668839
yzh mirror;2025-07-19T02:10:00+08:00;1636.4236063092687
yzh mirror;2025-07-19T02:20:00+08:00;1110.3255985236804
yzh mirror;2025-07-19T02:30:00+08:00;2142.1139353782646
yzh mirror;2025-07-19T02:40:00+08:00;2645.4142609407204
yzh mirror;2025-07-19T02:50:00+08:00;4406.022735724315
yzh mirror;2025-07-19T03:00:00+08:00;2191.764679768165
yzh mirror;2025-07-19T03:10:00+08:00;2251.211223170313
yzh mirror;2025-07-19T03:20:00+08:00;4538.512808352364
yzh mirror;2025-07-19T03:30:00+08:00;3086.9294996406807
yzh mirror;2025-07-19T03:40:00+08:00;3331.1237405623915
yzh mirror;2025-07-19T03:50:00+08:00;2125.85047651484
yzh mirror;2025-07-19T04:00:00+08:00;3967.996561374478
yzh mirror;2025-07-19T04:10:00+08:00;2893.4897436997535
yzh mirror;2025-07-19T04:20:00+08:00;3489.445087028763
yzh mirror;2025-07-19T04:30:00+08:00;2229.3405574030567
yzh mirror;2025-07-19T04:40:00+08:00;2903.3603434399965
yzh mirror;2025-07-19T04:50:00+08:00;1315.612909334515
yzh mirror;2025-07-19T05:00:00+08:00;2395.3509264040113
yzh mirror;2025-07-19T05:10:00+08:00;4174.664695047312
yzh mirror;2025-07-19T05:20:00+08:00;2361.6010585923605
yzh mirror;2025-07-19T05:30:00+08:00;3380.8375451299353
yzh mirror;2025-07-19T05:40:00+08:00;3997.550719775918
yzh mirror;2025-07-19T05:50:00+08:00;2541.4398506697335
yzh mirror;2025-07-19T06:00:00+08:00;3478.68014157751
yzh mirror;2025-07-19T06:10:00+08:00;4571.984115571595
yzh mirror;2025-07-19T06:20:00+08:00;3504.6479525024956
yzh mirror;2025-07-19T06:30:00+08:00;2539.667843967536
yzh mirror;2025-07-19T06:40:00+08:00;2721.9973776980996
yzh mirror;2025-07-19T06:50:00+08:00;2302.963637022847
yzh mirror;2025-07-19T07:00:00+08:00;3266.718876648647
yzh mirror;2025-07-19T07:10:00+08:00;1747.656810040837
yzh mirror;2025-07-19T07:20:00+08:00;2268.103604633445
yzh mirror;2025-07-19T07:30:00+08:00;2802.1284880579233
yzh mirror;2025-07-19T07:40:00+08:00;2291.74468175575
yzh mirror;2025-07-19T07:50:00+08:00;1990.1303686865137
yzh mirror;2025-07-19T08:00:00+08:00;3554.35427442079
yzh mirror;2025-07-19T08:10:00+08:00;2842.191084897661
yzh mirror;2025-07-19T08:20:00+08:00;2081.378138287003
yzh mirror;2025-07-19T08:30:00+08:00;2140.272745722127
yzh mirror;2025-07-19T08:40:00+08:00;1931.4149091961594
yzh mirror;2025-07-19T08:50:00+08:00;2403.3603128750747
yzh mirror;2025-07-19T09:00:00+08:00;2444.6190767292755
yzh mirror;2025-07-19T09:10:00+08:00;2170.0472886928574
yzh mirror;2025-07-19T09:20:00+08:00;2923.5117555894467
yzh mirror;2025-07-19T09:30:00+08:00;2020.4495396468108
yzh mirror;2025-07-19T09:40:00+08:00;1966.5161615208835
yzh mirror;2025-07-19T09:50:00+08:00;1844.7581184700025
yzh mirror;2025-07-19T10:00:00+08:00;2312.0091803635214
yzh mirror;2025-07-19T10:10:00+08:00;1623.918988617825
yzh mirror;2025-07-19T10:20:00+08:00;2108.77320504029
yzh mirror;2025-07-19T10:30:00+08:00;2129.421363079902
yzh mirror;2025-07-19T10:40:00+08:00;2068.81527467214
yzh mirror;2025-07-19T10:50:00+08:00;1758.261926290303
yzh mirror;2025-07-19T11:00:00+08:00;1777.4613698646322
yzh mirror;2025-07-19T11:10:00+08:00;1663.0465032415618
yzh mirror;2025-07-19T11:20:00+08:00;1157.4017265839848
yzh mirror;2025-07-19T11:30:00+08:00;2111.780705135152
yzh mirror;2025-07-19T11:40:00+08:00;1943.9983336815799
yzh mirror;2025-07-19T11:50:00+08:00;2234.081214439946
yzh mirror;2025-07-19T12:00:00+08:00;1697.2296451136267
yzh mirror;2025-07-19T12:10:00+08:00;2150.165367345817
yzh mirror;2025-07-19T12:20:00+08:00;2077.978840415742
yzh mirror;2025-07-19T12:30:00+08:00;2034.5546368861703
yzh mirror;2025-07-19T12:40:00+08:00;1682.0071690935279
yzh mirror;2025-07-19T12:50:00+08:00;2304.7237309690536
yzh mirror;2025-07-19T13:00:00+08:00;2318.8076775293293
yzh mirror;2025-07-19T13:10:00+08:00;1617.074993169459
yzh mirror;2025-07-19T13:20:00+08:00;1993.3510533886226
yzh mirror;2025-07-19T13:30:00+08:00;1074.9077219229307
yzh mirror;2025-07-19T13:40:00+08:00;1636.4612279509452
yzh mirror;2025-07-19T13:50:00+08:00;1378.8570269700429
yzh mirror;2025-07-19T14:00:00+08:00;1147.9578366172047
yzh mirror;2025-07-19T14:10:00+08:00;1242.6549967671403
yzh mirror;2025-07-19T14:20:00+08:00;1639.2136574858805
yzh mirror;2025-07-19T14:30:00+08:00;1828.4292303706266
yzh mirror;2025-07-19T14:40:00+08:00;1722.8406482957016
yzh mirror;2025-07-19T14:50:00+08:00;978.6108934117283
yzh mirror;2025-07-19T15:00:00+08:00;971.2341509114542
yzh mirror;2025-07-19T15:10:00+08:00;1229.8490945614997
yzh mirror;2025-07-19T15:20:00+08:00;1981.7071431618367
yzh mirror;2025-07-19T15:30:00+08:00;2174.838596051444
yzh mirror;2025-07-19T15:40:00+08:00;1783.2430999382111
yzh mirror;2025-07-19T15:50:00+08:00;1392.8742842479492
yzh mirror;2025-07-19T16:00:00+08:00;1716.2554589241577
yzh mirror;2025-07-19T16:10:00+08:00;1105.2477180851959
yzh mirror;2025-07-19T16:20:00+08:00;1139.136993703097
yzh mirror;2025-07-19T16:30:00+08:00;2011.786264499662
yzh mirror;2025-07-19T16:40:00+08:00;1700.6197091423637
yzh mirror;2025-07-19T16:50:00+08:00;2006.2692454172907
yzh mirror;2025-07-19T17:00:00+08:00;1821.8035265936883
yzh mirror;2025-07-19T17:10:00+08:00;1092.5830022381388
yzh mirror;2025-07-19T17:20:00+08:00;880.3584156820364
yzh mirror;2025-07-19T17:30:00+08:00;823.5763359537907
yzh mirror;2025-07-19T17:40:00+08:00;736.9476112419947
yzh mirror;2025-07-19T17:50:00+08:00;818.2245556253904
yzh mirror;2025-07-19T18:00:00+08:00;901.2185797571644
yzh mirror;2025-07-19T18:10:00+08:00;766.1032206945695
yzh mirror;2025-07-19T18:20:00+08:00;806.095915995264
yzh mirror;2025-07-19T18:30:00+08:00;666.7445036630113
yzh mirror;2025-07-19T18:40:00+08:00;788.4749802095389
yzh mirror;2025-07-19T18:50:00+08:00;817.7539165892654
yzh mirror;2025-07-19T19:00:00+08:00;753.2604663831464
yzh mirror;2025-07-19T19:10:00+08:00;786.2917828087094
yzh mirror;2025-07-19T19:20:00+08:00;587.7840184440997
yzh mirror;2025-07-19T19:30:00+08:00;758.170100678693
yzh mirror;2025-07-19T19:40:00+08:00;839.1864507219523
yzh mirror;2025-07-19T19:50:00+08:00;727.2101728557054
yzh mirror;2025-07-19T20:00:00+08:00;596.6387814657262
yzh mirror;2025-07-19T20:10:00+08:00;1753.3708060694473
yzh mirror;2025-07-19T20:20:00+08:00;1805.3900791616397
yzh mirror;2025-07-19T20:30:00+08:00;1348.6824338999704
yzh mirror;2025-07-19T20:40:00+08:00;1597.8890416613228
yzh mirror;2025-07-19T20:50:00+08:00;1515.7147299281232
yzh mirror;2025-07-19T21:00:00+08:00;2221.3222020785606
yzh mirror;2025-07-19T21:10:00+08:00;1170.363688006817
yzh mirror;2025-07-19T21:20:00+08:00;1723.8361304503474
yzh mirror;2025-07-19T21:30:00+08:00;1629.3184825919018
yzh mirror;2025-07-19T21:40:00+08:00;991.5211291170334
yzh mirror;2025-07-19T21:50:00+08:00;1808.2306987431934
yzh mirror;2025-07-19T22:00:00+08:00;1093.973917415203
yzh mirror;2025-07-19T22:10:00+08:00;1685.8338815112634
yzh mirror;2025-07-19T22:20:00+08:00;952.8215978334335
yzh mirror;2025-07-19T22:30:00+08:00;2413.0783245115463
