start_time,end_time,anomaly_count,anomaly_density,max_score,mean_score,severity_level
2025-07-14 16:30:00+08:00,2025-07-14 16:30:00+08:00,1,1.0,22.91802223930438,22.91802223930438,severe
2025-07-15 15:30:00+08:00,2025-07-15 15:30:00+08:00,1,1.0,4.162401458789488,4.162401458789488,severe
2025-07-17 04:10:00+08:00,2025-07-17 04:50:00+08:00,3,1.0,2.560940053673524,2.194557674917012,moderate
2025-07-20 03:40:00+08:00,2025-07-20 04:10:00+08:00,2,1.0,4.587376198923394,3.3056069281056093,severe
2025-07-20 05:00:00+08:00,2025-07-20 06:00:00+08:00,5,1.0,3.998751350467234,3.130721767602824,severe
